youtube_id,time_start,time_end,vatex_vid
lG1SVQCAW4w,66,76,lG1SVQCAW4w_000066_000076
UpusUDvcgkU,11,21,UpusUDvcgkU_000011_000021
V-zV57FAndg,0,10,V-zV57FAndg_000000_000010
dJi0Hehy_zc,333,343,dJi0Hehy_zc_000333_000343
436nTI4VkCk,0,10,436nTI4VkCk_000000_000010
kj3wOV-nUfA,10,20,kj3wOV-nUfA_000010_000020
WMkcSBG8Q6Y,3,13,WMkcSBG8Q6Y_000003_000013
PrmFkJWOJPY,376,386,PrmFkJWOJPY_000376_000386
0f9lGSRkiiQ,0,10,0f9lGSRkiiQ_000000_000010
Te7C61HHyj0,22,32,Te7C61HHyj0_000022_000032
ttd1cc2ucYg,0,10,ttd1cc2ucYg_000000_000010
Q3UlEKUmBsM,237,247,Q3UlEKUmBsM_000237_000247
vOvo81B-zK8,2,12,vOvo81B-zK8_000002_000012
NgY_OtDcfJ4,133,143,NgY_OtDcfJ4_000133_000143
L15SHO_TOj8,19,29,L15SHO_TOj8_000019_000029
Rfihil7FhJ0,0,10,Rfihil7FhJ0_000000_000010
IToWgyodWww,69,79,IToWgyodWww_000069_000079
vxWL1zLIGUg,10,20,vxWL1zLIGUg_000010_000020
AzLMpbfDa8E,43,53,AzLMpbfDa8E_000043_000053
MDGdM7pnKKI,101,111,MDGdM7pnKKI_000101_000111
WRKPOnQZ5Mo,10,20,WRKPOnQZ5Mo_000010_000020
YcY4rvr4Xl0,17,27,YcY4rvr4Xl0_000017_000027
zew2NbbKV8g,13,23,zew2NbbKV8g_000013_000023
EVHx8WuPjgY,20,30,EVHx8WuPjgY_000020_000030
SsECTONVt8E,80,90,SsECTONVt8E_000080_000090
-je0yLm8oRU,26,36,-je0yLm8oRU_000026_000036
UVx20kX4JaE,2,12,UVx20kX4JaE_000002_000012
TRy89BWatRQ,3,13,TRy89BWatRQ_000003_000013
4CPpUCKy4OU,68,78,4CPpUCKy4OU_000068_000078
LMPT2CvlnBk,4,14,LMPT2CvlnBk_000004_000014
C_tBi619ORw,1,11,C_tBi619ORw_000001_000011
QTuSXrQbLzA,59,69,QTuSXrQbLzA_000059_000069
zTOb9pHi9EM,32,42,zTOb9pHi9EM_000032_000042
9_nZ9LmM3JU,0,10,9_nZ9LmM3JU_000000_000010
7R-dibzazck,26,36,7R-dibzazck_000026_000036
RLsCOVZdpjQ,186,196,RLsCOVZdpjQ_000186_000196
3ppccvk-yjw,16,26,3ppccvk-yjw_000016_000026
WGH0jxkT3hU,20,30,WGH0jxkT3hU_000020_000030
8T759EZNHRI,59,69,8T759EZNHRI_000059_000069
Rqt_9QVfvec,23,33,Rqt_9QVfvec_000023_000033
O0z625VDXXg,24,34,O0z625VDXXg_000024_000034
OpY84LvPreQ,0,10,OpY84LvPreQ_000000_000010
NAqrwQ54ptY,28,38,NAqrwQ54ptY_000028_000038
_Bl5zZ30aGk,1,11,_Bl5zZ30aGk_000001_000011
ZVFI6XbK5ts,6,16,ZVFI6XbK5ts_000006_000016
aYVN0nlMz9M,5,15,aYVN0nlMz9M_000005_000015
lAxzGoXCn4E,27,37,lAxzGoXCn4E_000027_000037
imNHQkYylSM,80,90,imNHQkYylSM_000080_000090
R0PvkI2BADo,94,104,R0PvkI2BADo_000094_000104
URiibI6RgxI,0,10,URiibI6RgxI_000000_000010
vrfUOwezRRw,134,144,vrfUOwezRRw_000134_000144
zmWyikmk8Hs,7,17,zmWyikmk8Hs_000007_000017
y9GURXcnUjQ,23,33,y9GURXcnUjQ_000023_000033
tYZwisTl8vw,5,15,tYZwisTl8vw_000005_000015
fvWJtfOY6fQ,12,22,fvWJtfOY6fQ_000012_000022
n1czS1nk7Yw,14,24,n1czS1nk7Yw_000014_000024
QBTmr9agl88,166,176,QBTmr9agl88_000166_000176
pAOSikRrxrk,7,17,pAOSikRrxrk_000007_000017
CnHJ8n2lMs8,66,76,CnHJ8n2lMs8_000066_000076
4sfsJZPaZy8,70,80,4sfsJZPaZy8_000070_000080
sNPHtl8OjNo,6,16,sNPHtl8OjNo_000006_000016
W6SuxrfBy3A,25,35,W6SuxrfBy3A_000025_000035
TWUsGDFo468,2,12,TWUsGDFo468_000002_000012
uhjHZYHyC2Q,51,61,uhjHZYHyC2Q_000051_000061
AIYO8c5YxnA,45,55,AIYO8c5YxnA_000045_000055
wCNRSUp_WpA,0,10,wCNRSUp_WpA_000000_000010
scBYl3NdSpY,104,114,scBYl3NdSpY_000104_000114
RCGbzM_QtPQ,35,45,RCGbzM_QtPQ_000035_000045
UZqvtDD6GrA,1,11,UZqvtDD6GrA_000001_000011
BmQ2Ezp6M10,8,18,BmQ2Ezp6M10_000008_000018
bVEW2bMhUKU,154,164,bVEW2bMhUKU_000154_000164
w3qNrvPQcU8,55,65,w3qNrvPQcU8_000055_000065
T2yqinxaX98,35,45,T2yqinxaX98_000035_000045
nXxVifxpGzo,10,20,nXxVifxpGzo_000010_000020
Ntd9Y7Bkl6I,16,26,Ntd9Y7Bkl6I_000016_000026
kUghlWaABsQ,221,231,kUghlWaABsQ_000221_000231
6Z267m0nKuo,60,70,6Z267m0nKuo_000060_000070
S7AxMyAOQCc,31,41,S7AxMyAOQCc_000031_000041
NTfYQ8DDQ_g,18,28,NTfYQ8DDQ_g_000018_000028
DZVJtWJrWTU,121,131,DZVJtWJrWTU_000121_000131
9uAI6nXE1vA,47,57,9uAI6nXE1vA_000047_000057
-TqEP9W9ms4,213,223,-TqEP9W9ms4_000213_000223
jDvs0RWK-LM,2,12,jDvs0RWK-LM_000002_000012
TiGsMhz99yA,261,271,TiGsMhz99yA_000261_000271
aS6jzkKDzgY,15,25,aS6jzkKDzgY_000015_000025
bmP6HN0x5_E,43,53,bmP6HN0x5_E_000043_000053
8u8V-I55r84,112,122,8u8V-I55r84_000112_000122
MjBOwDQsQDQ,7,17,MjBOwDQsQDQ_000007_000017
b4D8fY5XKXs,7,17,b4D8fY5XKXs_000007_000017
qYVDpAfOf6w,7,17,qYVDpAfOf6w_000007_000017
rszgsMtm9sw,145,155,rszgsMtm9sw_000145_000155
qD17HOSKbes,176,186,qD17HOSKbes_000176_000186
q7575__5JHA,190,200,q7575__5JHA_000190_000200
eU5BkL-FYK0,22,32,eU5BkL-FYK0_000022_000032
iwr17ed6B_w,0,10,iwr17ed6B_w_000000_000010
qjq_LIh6dXQ,0,10,qjq_LIh6dXQ_000000_000010
Wyxo3BeKYiI,426,436,Wyxo3BeKYiI_000426_000436
riDeWJxcer4,51,61,riDeWJxcer4_000051_000061
ddTiNFm-jvo,290,300,ddTiNFm-jvo_000290_000300
SeDaWB2q-54,211,221,SeDaWB2q-54_000211_000221
ysbVaPT5Bw8,89,99,ysbVaPT5Bw8_000089_000099
CH8nRu3BxhE,78,88,CH8nRu3BxhE_000078_000088
nxjlyPPcbqA,128,138,nxjlyPPcbqA_000128_000138
V2ldYxT9EkM,22,32,V2ldYxT9EkM_000022_000032
a4ZvAgWlMl8,539,549,a4ZvAgWlMl8_000539_000549
sC6FnEYdBug,0,10,sC6FnEYdBug_000000_000010
md_gu4x1FpU,125,135,md_gu4x1FpU_000125_000135
f2wmuppCG8w,82,92,f2wmuppCG8w_000082_000092
YCkFtDytnmE,22,32,YCkFtDytnmE_000022_000032
6QvlUTtjbb4,111,121,6QvlUTtjbb4_000111_000121
RuvSvyq8-9A,8,18,RuvSvyq8-9A_000008_000018
QRYYek2HHcg,19,29,QRYYek2HHcg_000019_000029
FAN25guzBa4,10,20,FAN25guzBa4_000010_000020
f4OAtaP25G4,1,11,f4OAtaP25G4_000001_000011
ac2VmolEnsY,123,133,ac2VmolEnsY_000123_000133
NdK7oA0CVmQ,14,24,NdK7oA0CVmQ_000014_000024
VPBMr0YMwaw,41,51,VPBMr0YMwaw_000041_000051
om8e7xAh8mI,482,492,om8e7xAh8mI_000482_000492
1tc3derOnAI,0,10,1tc3derOnAI_000000_000010
oB-ILsj4ePk,131,141,oB-ILsj4ePk_000131_000141
uyjHIKkekV8,2,12,uyjHIKkekV8_000002_000012
LJYuGSq_s4s,0,10,LJYuGSq_s4s_000000_000010
XxK7B0pwVsM,0,10,XxK7B0pwVsM_000000_000010
JS7-JvH-kOg,52,62,JS7-JvH-kOg_000052_000062
uxxcl2F_5HY,21,31,uxxcl2F_5HY_000021_000031
VCYRD--_kXY,0,10,VCYRD--_kXY_000000_000010
sHJuPaLM_us,63,73,sHJuPaLM_us_000063_000073
-LxB3wj8PtA,0,10,-LxB3wj8PtA_000000_000010
Gy7bgiYfOIs,65,75,Gy7bgiYfOIs_000065_000075
vMYbWhqdO1s,9,19,vMYbWhqdO1s_000009_000019
m98A0ip_DZw,17,27,m98A0ip_DZw_000017_000027
wsKz6Y5xWOg,2,12,wsKz6Y5xWOg_000002_000012
DPw0ZkmaBxc,26,36,DPw0ZkmaBxc_000026_000036
fNP5UTB_Mjw,0,10,fNP5UTB_Mjw_000000_000010
BkKFXFAPSBc,0,10,BkKFXFAPSBc_000000_000010
sML1MkA34f0,52,62,sML1MkA34f0_000052_000062
bs3U6bQpVT0,0,10,bs3U6bQpVT0_000000_000010
zvoBCNMyC7w,0,10,zvoBCNMyC7w_000000_000010
jKx9u_uZP8g,83,93,jKx9u_uZP8g_000083_000093
AOYS4mb568E,57,67,AOYS4mb568E_000057_000067
u1ALhvWXn94,169,179,u1ALhvWXn94_000169_000179
4pIjfF69G1c,358,368,4pIjfF69G1c_000358_000368
R6CTjA780Ik,239,249,R6CTjA780Ik_000239_000249
BKNiVnohKvY,36,46,BKNiVnohKvY_000036_000046
60vANc3xmes,68,78,60vANc3xmes_000068_000078
_dmAu07Mad8,0,10,_dmAu07Mad8_000000_000010
HsIW2gCtVMI,60,70,HsIW2gCtVMI_000060_000070
ZDw-84KId2s,17,27,ZDw-84KId2s_000017_000027
e2--iViVByc,15,25,e2--iViVByc_000015_000025
j1QKh2eONy0,0,10,j1QKh2eONy0_000000_000010
CUoH5UkPz_8,16,26,CUoH5UkPz_8_000016_000026
A73lSVfr8dw,0,10,A73lSVfr8dw_000000_000010
XAwW87HQb_I,76,86,XAwW87HQb_I_000076_000086
UI18lCX8nKk,0,10,UI18lCX8nKk_000000_000010
bDh2DNTWcrc,1,11,bDh2DNTWcrc_000001_000011
9H0Sbr2-NzA,65,75,9H0Sbr2-NzA_000065_000075
_qA2eUMA84M,1,11,_qA2eUMA84M_000001_000011
DtjdA_549DY,0,10,DtjdA_549DY_000000_000010
FNMGjKKhR0g,0,10,FNMGjKKhR0g_000000_000010
I-c5lUgDezc,2,12,I-c5lUgDezc_000002_000012
BczLxw0mEuQ,25,35,BczLxw0mEuQ_000025_000035
2d4C2MAvH_A,11,21,2d4C2MAvH_A_000011_000021
2b4svBeWBFA,72,82,2b4svBeWBFA_000072_000082
Jhavf56o91c,5,15,Jhavf56o91c_000005_000015
YTdNfDuDWpQ,190,200,YTdNfDuDWpQ_000190_000200
7JIc6C6ZYfE,68,78,7JIc6C6ZYfE_000068_000078
wvw2KWwrNKg,149,159,wvw2KWwrNKg_000149_000159
iSMdu_Fl7Ns,29,39,iSMdu_Fl7Ns_000029_000039
jUPzZYWEHVk,61,71,jUPzZYWEHVk_000061_000071
uuXOpxwEBa8,380,390,uuXOpxwEBa8_000380_000390
UkapMkAlMRw,95,105,UkapMkAlMRw_000095_000105
_T9XMNGB7mE,82,92,_T9XMNGB7mE_000082_000092
-3ZP0DrCnOQ,136,146,-3ZP0DrCnOQ_000136_000146
vYCM3Ncnh74,221,231,vYCM3Ncnh74_000221_000231
B-N4dL_arzA,66,76,B-N4dL_arzA_000066_000076
AQrbRSnRt8M,354,364,AQrbRSnRt8M_000354_000364
PcLej1voIMY,113,123,PcLej1voIMY_000113_000123
eYGFEggDIl0,160,170,eYGFEggDIl0_000160_000170
EX8zmwy1qeQ,22,32,EX8zmwy1qeQ_000022_000032
p2NEs8gon0k,381,391,p2NEs8gon0k_000381_000391
6xrWBxJjzPQ,179,189,6xrWBxJjzPQ_000179_000189
EbmNrq9pF5Q,86,96,EbmNrq9pF5Q_000086_000096
9mec-ejMBqQ,15,25,9mec-ejMBqQ_000015_000025
nzb8RWiHOcA,85,95,nzb8RWiHOcA_000085_000095
8OJ74NNP4PU,77,87,8OJ74NNP4PU_000077_000087
7Rgxuz-wkfI,206,216,7Rgxuz-wkfI_000206_000216
RFB4u8Ncbdo,14,24,RFB4u8Ncbdo_000014_000024
S6klz6a6DJQ,36,46,S6klz6a6DJQ_000036_000046
n39Ckqr6SYM,69,79,n39Ckqr6SYM_000069_000079
kP7uA3GaNno,3,13,kP7uA3GaNno_000003_000013
Mftvg_SGkDs,155,165,Mftvg_SGkDs_000155_000165
_37JZByU-w0,705,715,_37JZByU-w0_000705_000715
y5Iu7XkTqV0,12,22,y5Iu7XkTqV0_000012_000022
AbPDd2tpC3Q,56,66,AbPDd2tpC3Q_000056_000066
ravG5ZGd3xY,29,39,ravG5ZGd3xY_000029_000039
ADD060jBiAQ,2,12,ADD060jBiAQ_000002_000012
xlDZNta0r8g,34,44,xlDZNta0r8g_000034_000044
Qs8GQQ5y1Pk,1,11,Qs8GQQ5y1Pk_000001_000011
8XrDYIOtlPk,10,20,8XrDYIOtlPk_000010_000020
EfrfMEbfRGY,18,28,EfrfMEbfRGY_000018_000028
Uq9ba1y9ORA,141,151,Uq9ba1y9ORA_000141_000151
cOxm8Zx7Ju8,402,412,cOxm8Zx7Ju8_000402_000412
kVoAhyyy3v0,168,178,kVoAhyyy3v0_000168_000178
87oq9SfLLug,26,36,87oq9SfLLug_000026_000036
i4qFc-2RU18,55,65,i4qFc-2RU18_000055_000065
xZFcEqxozFc,106,116,xZFcEqxozFc_000106_000116
UQUv2E554Bw,107,117,UQUv2E554Bw_000107_000117
zwhM4r998m0,28,38,zwhM4r998m0_000028_000038
qQ4sCVpeVpA,21,31,qQ4sCVpeVpA_000021_000031
hRna4_5yMYw,135,145,hRna4_5yMYw_000135_000145
ghcM43_7RMI,2,12,ghcM43_7RMI_000002_000012
NkqsGYNJAF4,11,21,NkqsGYNJAF4_000011_000021
aZOhML7NrBE,13,23,aZOhML7NrBE_000013_000023
MtnXBpMVKDs,10,20,MtnXBpMVKDs_000010_000020
gQ1xn3JqPKw,4,14,gQ1xn3JqPKw_000004_000014
h4Yxl82MVLQ,513,523,h4Yxl82MVLQ_000513_000523
ffaVY3HEvn8,0,10,ffaVY3HEvn8_000000_000010
wEKZ2Q5-WDo,39,49,wEKZ2Q5-WDo_000039_000049
7utEiH0ljuE,0,10,7utEiH0ljuE_000000_000010
-OXiBOQNg0A,1,11,-OXiBOQNg0A_000001_000011
-Bu-6oESyxQ,12,22,-Bu-6oESyxQ_000012_000022
WbESwfOxscA,192,202,WbESwfOxscA_000192_000202
3xLgrTOm_sI,18,28,3xLgrTOm_sI_000018_000028
YB1G5lQRuPA,7,17,YB1G5lQRuPA_000007_000017
P6wBC1-WkBA,108,118,P6wBC1-WkBA_000108_000118
LOcsLzoJ7Zo,13,23,LOcsLzoJ7Zo_000013_000023
9fO7ZrVjF8s,12,22,9fO7ZrVjF8s_000012_000022
kMZHkWMwfrs,0,10,kMZHkWMwfrs_000000_000010
JTTX9fyaalg,403,413,JTTX9fyaalg_000403_000413
GnVKPXh9llg,3,13,GnVKPXh9llg_000003_000013
nARkYpOZWyg,13,23,nARkYpOZWyg_000013_000023
fchsA7Xin-c,133,143,fchsA7Xin-c_000133_000143
6orHWAYZ8T4,20,30,6orHWAYZ8T4_000020_000030
J0NlPYFEYVc,2,12,J0NlPYFEYVc_000002_000012
NXarnZ8V0nA,49,59,NXarnZ8V0nA_000049_000059
827fvyEA6YQ,46,56,827fvyEA6YQ_000046_000056
jAX6Mno_l-U,0,10,jAX6Mno_l-U_000000_000010
UpNN-2Sn014,4,14,UpNN-2Sn014_000004_000014
xZsPpKi9HA4,7,17,xZsPpKi9HA4_000007_000017
ll91M5topgU,2,12,ll91M5topgU_000002_000012
PRyz9prCYXA,61,71,PRyz9prCYXA_000061_000071
ArNAUdusB8w,37,47,ArNAUdusB8w_000037_000047
KVT7aOIfATE,62,72,KVT7aOIfATE_000062_000072
iQgxLE6Amrs,51,61,iQgxLE6Amrs_000051_000061
HDqZ2xBL3Xs,33,43,HDqZ2xBL3Xs_000033_000043
xRQLk4XeZ34,0,10,xRQLk4XeZ34_000000_000010
PKNBIy7FyP8,36,46,PKNBIy7FyP8_000036_000046
m1o_N76uvd0,17,27,m1o_N76uvd0_000017_000027
y8k3C209zJ4,10,20,y8k3C209zJ4_000010_000020
gnEl1fb4WII,27,37,gnEl1fb4WII_000027_000037
-3nc7ljnlFQ,1,11,-3nc7ljnlFQ_000001_000011
eG-DeM1L2GA,93,103,eG-DeM1L2GA_000093_000103
SUop-aJn8Do,0,10,SUop-aJn8Do_000000_000010
3XV-Fq9SIzE,30,40,3XV-Fq9SIzE_000030_000040
gu0QuD4zpzg,30,40,gu0QuD4zpzg_000030_000040
diF_49OzFqw,2,12,diF_49OzFqw_000002_000012
4Q7XBbW6WDY,69,79,4Q7XBbW6WDY_000069_000079
HqrZ-gHz4gA,17,27,HqrZ-gHz4gA_000017_000027
RKmcSDdJehg,1,11,RKmcSDdJehg_000001_000011
ZH2ncVKeG6I,3,13,ZH2ncVKeG6I_000003_000013
spFWUA9Ro80,25,35,spFWUA9Ro80_000025_000035
qVwK8fsooj4,25,35,qVwK8fsooj4_000025_000035
nJ_tX4IGg4E,5,15,nJ_tX4IGg4E_000005_000015
8LDCEKaEbZo,1,11,8LDCEKaEbZo_000001_000011
y9TUT-GsAvY,27,37,y9TUT-GsAvY_000027_000037
3otx36d1eoQ,0,10,3otx36d1eoQ_000000_000010
qvg0XIzGHCg,0,10,qvg0XIzGHCg_000000_000010
AgL6vtTo71o,34,44,AgL6vtTo71o_000034_000044
2e_ZB1_OstE,0,10,2e_ZB1_OstE_000000_000010
Grnnkc2O8ys,3,13,Grnnkc2O8ys_000003_000013
1KWCHxoA6hA,2,12,1KWCHxoA6hA_000002_000012
_LNZbCFIBnc,3,13,_LNZbCFIBnc_000003_000013
oSJw4wU7g4g,2,12,oSJw4wU7g4g_000002_000012
Vh_bchJz99Y,22,32,Vh_bchJz99Y_000022_000032
p1SHXhx9dug,2,12,p1SHXhx9dug_000002_000012
1Hi5GMotrjs,2,12,1Hi5GMotrjs_000002_000012
LDXBtzCeYjQ,21,31,LDXBtzCeYjQ_000021_000031
WJyZW9V2KEA,28,38,WJyZW9V2KEA_000028_000038
ZYbiKAUtQoY,28,38,ZYbiKAUtQoY_000028_000038
AV9UYjCD4wY,11,21,AV9UYjCD4wY_000011_000021
gqex7wJ6ZYU,6,16,gqex7wJ6ZYU_000006_000016
EBKFnJcbSTs,19,29,EBKFnJcbSTs_000019_000029
xmHKU2VN95E,0,10,xmHKU2VN95E_000000_000010
8zgQWlLFWXs,7,17,8zgQWlLFWXs_000007_000017
6T4Sf_eONZs,3,13,6T4Sf_eONZs_000003_000013
xC-iikwXsIw,8,18,xC-iikwXsIw_000008_000018
5GcK43A5KyM,2,12,5GcK43A5KyM_000002_000012
u8eA0iInAbo,4,14,u8eA0iInAbo_000004_000014
rGtFJnVIYR4,1,11,rGtFJnVIYR4_000001_000011
VP-_VaZhno0,4,14,VP-_VaZhno0_000004_000014
2p1-q5R2D9w,4,14,2p1-q5R2D9w_000004_000014
EBgNUIKHtQc,3,13,EBgNUIKHtQc_000003_000013
HTe9MGWQlH4,44,54,HTe9MGWQlH4_000044_000054
u0Xy2mDtY2s,2,12,u0Xy2mDtY2s_000002_000012
uEuG-ejXVuA,3,13,uEuG-ejXVuA_000003_000013
aNh-U99pFpI,31,41,aNh-U99pFpI_000031_000041
2dxs9ouQLec,3,13,2dxs9ouQLec_000003_000013
oqIXvewCYeg,41,51,oqIXvewCYeg_000041_000051
tSKKYB6t51g,6,16,tSKKYB6t51g_000006_000016
q0PZBq8tm6U,52,62,q0PZBq8tm6U_000052_000062
dB6BQ-vMTqM,4,14,dB6BQ-vMTqM_000004_000014
C0J6EQYYLzI,0,10,C0J6EQYYLzI_000000_000010
tzLqbJTkdyg,16,26,tzLqbJTkdyg_000016_000026
9IzWImcF3hM,32,42,9IzWImcF3hM_000032_000042
qtiUt7pElF8,4,14,qtiUt7pElF8_000004_000014
NDBjZTe20Es,39,49,NDBjZTe20Es_000039_000049
kKFLVKl65no,27,37,kKFLVKl65no_000027_000037
JzalikbzlWQ,2,12,JzalikbzlWQ_000002_000012
nnB2s6X6KHo,1,11,nnB2s6X6KHo_000001_000011
OLConMpW3Jk,19,29,OLConMpW3Jk_000019_000029
D5phX4TjAbs,23,33,D5phX4TjAbs_000023_000033
yZuPw7EC4Ac,0,10,yZuPw7EC4Ac_000000_000010
NPwEvc6exnI,2,12,NPwEvc6exnI_000002_000012
M2ItsvYBt-s,1,11,M2ItsvYBt-s_000001_000011
_Pbf7ftMfao,3,13,_Pbf7ftMfao_000003_000013
cVv_XMw4W2U,12,22,cVv_XMw4W2U_000012_000022
d7IBlricq74,13,23,d7IBlricq74_000013_000023
gwv0exc4aw4,29,39,gwv0exc4aw4_000029_000039
mDcjwF_Bc28,61,71,mDcjwF_Bc28_000061_000071
TWmdOEATyG4,18,28,TWmdOEATyG4_000018_000028
uuycvUFouGc,20,30,uuycvUFouGc_000020_000030
GRjxMpD5EO0,2,12,GRjxMpD5EO0_000002_000012
9llCP403aqU,65,75,9llCP403aqU_000065_000075
W6tNFkjo-pY,50,60,W6tNFkjo-pY_000050_000060
-1RpglW_MLA,20,30,-1RpglW_MLA_000020_000030
HuENhKffG1I,57,67,HuENhKffG1I_000057_000067
7REDW12JLyM,48,58,7REDW12JLyM_000048_000058
1X11ZC0IppQ,12,22,1X11ZC0IppQ_000012_000022
lrH9-JpYtFo,2,12,lrH9-JpYtFo_000002_000012
ZRkNx8RWKqg,14,24,ZRkNx8RWKqg_000014_000024
6i6Dvl-MebY,12,22,6i6Dvl-MebY_000012_000022
R-3sEFUy18Y,12,22,R-3sEFUy18Y_000012_000022
qmU-kzS0fwE,3,13,qmU-kzS0fwE_000003_000013
7GJ9BPaU250,1,11,7GJ9BPaU250_000001_000011
zzmVB11350g,5,15,zzmVB11350g_000005_000015
go5_N9JnL0U,2,12,go5_N9JnL0U_000002_000012
8EV2thGZ9zU,26,36,8EV2thGZ9zU_000026_000036
gw_M5A_Mww4,4,14,gw_M5A_Mww4_000004_000014
YOqvXpgC9c8,1,11,YOqvXpgC9c8_000001_000011
Hp2i2CG11wY,63,73,Hp2i2CG11wY_000063_000073
biiOYwzuhG4,42,52,biiOYwzuhG4_000042_000052
Ihm2BKygxno,35,45,Ihm2BKygxno_000035_000045
-8IjJv90K-M,32,42,-8IjJv90K-M_000032_000042
0gevNPaaqfI,4,14,0gevNPaaqfI_000004_000014
n5iwUCsD8cI,3,13,n5iwUCsD8cI_000003_000013
Oj1AyUagCKU,10,20,Oj1AyUagCKU_000010_000020
6Qp6OT3-LQw,53,63,6Qp6OT3-LQw_000053_000063
uftReOMM9-A,63,73,uftReOMM9-A_000063_000073
Ue3XxQ-6cz8,237,247,Ue3XxQ-6cz8_000237_000247
gEUUxU5jJ5M,0,10,gEUUxU5jJ5M_000000_000010
-SWFnl5p1Xc,125,135,-SWFnl5p1Xc_000125_000135
tHX4Ivxz3zk,0,10,tHX4Ivxz3zk_000000_000010
2EMPqi6Q20o,24,34,2EMPqi6Q20o_000024_000034
SkLZdjaKzbM,75,85,SkLZdjaKzbM_000075_000085
X1PE47SzQyc,3,13,X1PE47SzQyc_000003_000013
LYAhR54SBV0,3,13,LYAhR54SBV0_000003_000013
DEhvfepb370,145,155,DEhvfepb370_000145_000155
_xMh2w3Gpe4,93,103,_xMh2w3Gpe4_000093_000103
HEzOWxsrKZo,60,70,HEzOWxsrKZo_000060_000070
p0eXF9-ZLdE,35,45,p0eXF9-ZLdE_000035_000045
Yy75GaDKWDA,45,55,Yy75GaDKWDA_000045_000055
UUlImf3QqOk,9,19,UUlImf3QqOk_000009_000019
-ocHYDhuiW0,2,12,-ocHYDhuiW0_000002_000012
xLWMLt2fDU8,7,17,xLWMLt2fDU8_000007_000017
7NARpzYdB4g,87,97,7NARpzYdB4g_000087_000097
La8EMM3BBGI,69,79,La8EMM3BBGI_000069_000079
9Nkr5a1-rT0,28,38,9Nkr5a1-rT0_000028_000038
qPfr0lQLa7Y,1,11,qPfr0lQLa7Y_000001_000011
1CtwDN06_Ck,0,10,1CtwDN06_Ck_000000_000010
EmhOI5VbSvE,0,10,EmhOI5VbSvE_000000_000010
VMqiiucoiDM,55,65,VMqiiucoiDM_000055_000065
27dbCIcNMSA,1,11,27dbCIcNMSA_000001_000011
O5VBggXx06o,8,18,O5VBggXx06o_000008_000018
PLXYGASB-JU,24,34,PLXYGASB-JU_000024_000034
pkKonjhm6Dw,666,676,pkKonjhm6Dw_000666_000676
s1xLvDMYys0,125,135,s1xLvDMYys0_000125_000135
VH0SjhEI74c,0,10,VH0SjhEI74c_000000_000010
rpN6PQpivOk,12,22,rpN6PQpivOk_000012_000022
M7-e1pEnoKI,101,111,M7-e1pEnoKI_000101_000111
UKGlSfJTn3U,40,50,UKGlSfJTn3U_000040_000050
3Wx4j5V0rWg,122,132,3Wx4j5V0rWg_000122_000132
O6om-Xv4-3M,1,11,O6om-Xv4-3M_000001_000011
YSxN58jcRKI,3,13,YSxN58jcRKI_000003_000013
EfP6EJRQTjE,7,17,EfP6EJRQTjE_000007_000017
wYO7EQ0WlNo,2,12,wYO7EQ0WlNo_000002_000012
spUk-4Fyo3Y,0,10,spUk-4Fyo3Y_000000_000010
uUx9TDONm_Y,30,40,uUx9TDONm_Y_000030_000040
f5glh64Oquk,0,10,f5glh64Oquk_000000_000010
ybSXvKwCCoM,76,86,ybSXvKwCCoM_000076_000086
rO84cXU4JXE,1,11,rO84cXU4JXE_000001_000011
F-GnSDlJxgE,0,10,F-GnSDlJxgE_000000_000010
EHWanUYUi0Y,28,38,EHWanUYUi0Y_000028_000038
1oGzGEFMI3s,46,56,1oGzGEFMI3s_000046_000056
Wjhb1MPANoY,173,183,Wjhb1MPANoY_000173_000183
hJD5c0n2u6M,51,61,hJD5c0n2u6M_000051_000061
kFaDZb5bDDo,16,26,kFaDZb5bDDo_000016_000026
tsg7m9WynTw,3,13,tsg7m9WynTw_000003_000013
gZWIUEkghgA,0,10,gZWIUEkghgA_000000_000010
-re6MuEm-t4,0,10,-re6MuEm-t4_000000_000010
25bAJABUl10,6,16,25bAJABUl10_000006_000016
x4hHd1z5cCo,164,174,x4hHd1z5cCo_000164_000174
1hlGgmnbND0,8,18,1hlGgmnbND0_000008_000018
FgmHPxesXFc,0,10,FgmHPxesXFc_000000_000010
MSYNQNnTpIM,7,17,MSYNQNnTpIM_000007_000017
hpQozyy9v58,0,10,hpQozyy9v58_000000_000010
XKU81a25uX8,7,17,XKU81a25uX8_000007_000017
5mXw6ImTSTM,0,10,5mXw6ImTSTM_000000_000010
pQdEChJ6dyg,0,10,pQdEChJ6dyg_000000_000010
FhZ7TGdTfa0,210,220,FhZ7TGdTfa0_000210_000220
bcpuDaxOeuU,0,10,bcpuDaxOeuU_000000_000010
K4_Sof9t1yg,129,139,K4_Sof9t1yg_000129_000139
IixeHYjm_Bo,7,17,IixeHYjm_Bo_000007_000017
4W4G7AUnyhA,0,10,4W4G7AUnyhA_000000_000010
iZLG_ZZd2fc,15,25,iZLG_ZZd2fc_000015_000025
8AIe-9PDtWg,1,11,8AIe-9PDtWg_000001_000011
U2uqNWuuedA,15,25,U2uqNWuuedA_000015_000025
r7zd44aYJSw,0,10,r7zd44aYJSw_000000_000010
luznV_9xom0,191,201,luznV_9xom0_000191_000201
QGBTZHuBaU4,0,10,QGBTZHuBaU4_000000_000010
